building,name,addr:housenumber,addr:street,height,geometry,city
yes,,1240,Saint Georges Avenue,,"POLYGON ((-123.06869 49.319512, -123.068647 49.319512, -123.068647 49.319417, -123.069009 49.319418, -123.069009 49.319518, -123.068977 49.319518, -123.068976 49.31968, -123.069001 49.31968, -123.069001 49.319768, -123.068649 49.319768, -123.06865 49.319666, -123.068689 49.319666, -123.06869 49.319512))","City of North Vancouver, British Columbia, Canada"
yes,,313,East 12th Street,,"POLYGON ((-123.065539 49.318693, -123.065539 49.318534, -123.065451 49.318534, -123.065449 49.31852, -123.065354 49.31852, -123.065353 49.318681, -123.065437 49.318683, -123.065439 49.318694, -123.065539 49.318693))","City of North Vancouver, British Columbia, Canada"
yes,,1147,Ridgeway Avenue,,"POLYGON ((-123.063422 49.318622, -123.063423 49.318552, -123.063278 49.318551, -123.063276 49.318621, -123.063422 49.318622))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.064286 49.318269, -123.064287 49.318217, -123.064204 49.318217, -123.064203 49.318269, -123.064286 49.318269))","City of North Vancouver, British Columbia, Canada"
yes,,328,East 11th Street,,"POLYGON ((-123.064916 49.31806, -123.064918 49.317956, -123.064743 49.317954, -123.064741 49.318059, -123.064916 49.31806))","City of North Vancouver, British Columbia, Canada"
yes,,302,East 11th Street,,"POLYGON ((-123.065806 49.317959, -123.065799 49.318142, -123.065877 49.318144, -123.065878 49.318122, -123.06595 49.318123, -123.065954 49.318027, -123.065996 49.318027, -123.065999 49.317962, -123.065806 49.317959))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.065609 49.318266, -123.065612 49.318213, -123.065664 49.318214, -123.065661 49.318268, -123.065609 49.318266))","City of North Vancouver, British Columbia, Canada"
yes,,333,East 12th Street,,"POLYGON ((-123.06469 49.318684, -123.064684 49.31857, -123.064683 49.318545, -123.06463 49.318546, -123.064629 49.318535, -123.064599 49.318536, -123.064598 49.318528, -123.0645 49.31853, -123.064508 49.318676, -123.064602 49.318674, -123.064603 49.318686, -123.06469 49.318684))","City of North Vancouver, British Columbia, Canada"
yes,,327,East 12th Street,,"POLYGON ((-123.064906 49.318677, -123.064908 49.31853, -123.06473 49.318529, -123.06473 49.318554, -123.064718 49.318554, -123.064717 49.318673, -123.064729 49.318673, -123.064729 49.318686, -123.064793 49.318686, -123.064793 49.318677, -123.064818 49.318677, -123.064818 49.318687, -123.064889 49.318687, -123.064889 49.318677, -123.064906 49.318677))","City of North Vancouver, British Columbia, Canada"
yes,,353,East 12th Street,,"POLYGON ((-123.063703 49.31855, -123.063702 49.318666, -123.063842 49.318667, -123.063842 49.31857, -123.063809 49.31857, -123.063809 49.31855, -123.063703 49.31855))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.065292 49.318274, -123.065294 49.318217, -123.065191 49.318216, -123.06519 49.318272, -123.065292 49.318274))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.064261 49.318406, -123.064262 49.31834, -123.064112 49.318339, -123.064111 49.318405, -123.064261 49.318406))","City of North Vancouver, British Columbia, Canada"
yes,,220,East 12th Street,,"POLYGON ((-123.068211 49.319258, -123.068214 49.319051, -123.067996 49.31905, -123.067993 49.319257, -123.068211 49.319258))","City of North Vancouver, British Columbia, Canada"
yes,,342,East 12th Street,,"POLYGON ((-123.064473 49.319144, -123.064473 49.318987, -123.064287 49.318987, -123.064286 49.319143, -123.064473 49.319144))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.065746 49.31926, -123.065562 49.319259, -123.065561 49.319334, -123.065744 49.319336, -123.065746 49.31926))","City of North Vancouver, British Columbia, Canada"
yes,,343,East 12th Street,,"POLYGON ((-123.064084 49.318486, -123.064086 49.3187, -123.064167 49.3187, -123.064166 49.318652, -123.064269 49.318652, -123.064268 49.318485, -123.064084 49.318486))","City of North Vancouver, British Columbia, Canada"
yes,,339,East 12th Street,,"POLYGON ((-123.064479 49.318578, -123.064393 49.318578, -123.064393 49.318596, -123.064284 49.318594, -123.064286 49.318676, -123.064367 49.318676, -123.064367 49.318697, -123.064426 49.318696, -123.064429 49.318679, -123.06448 49.318679, -123.064479 49.318578))","City of North Vancouver, British Columbia, Canada"
yes,,235,East 13th Street,,"POLYGON ((-123.067076 49.319506, -123.067074 49.319741, -123.067258 49.319743, -123.067265 49.319737, -123.067676 49.319739, -123.067682 49.31975, -123.067867 49.31975, -123.067875 49.319517, -123.067737 49.319516, -123.067735 49.319554, -123.067202 49.319547, -123.067201 49.319511, -123.067076 49.319506))","City of North Vancouver, British Columbia, Canada"
yes,,336,East 12th Street,,"POLYGON ((-123.064682 49.319137, -123.064684 49.31903, -123.064664 49.319031, -123.064665 49.318992, -123.064525 49.318991, -123.064523 49.319035, -123.0645 49.319035, -123.064498 49.319142, -123.064527 49.319144, -123.064529 49.319158, -123.064606 49.319159, -123.064606 49.319146, -123.064647 49.319147, -123.064647 49.319138, -123.064682 49.319137))","City of North Vancouver, British Columbia, Canada"
yes,,346,East 11th Street,,"POLYGON ((-123.064033 49.318068, -123.064034 49.317963, -123.063902 49.317962, -123.063901 49.318067, -123.064033 49.318068))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.064872 49.318413, -123.064871 49.318348, -123.064773 49.318349, -123.064774 49.318414, -123.064872 49.318413))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.065154 49.318422, -123.065156 49.318349, -123.065335 49.318352, -123.065333 49.318425, -123.065154 49.318422))","City of North Vancouver, British Columbia, Canada"
yes,,255,East 13th Street,,"POLYGON ((-123.067038 49.319461, -123.066828 49.319459, -123.066822 49.319732, -123.067032 49.319735, -123.067038 49.319461))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.064003 49.319247, -123.063876 49.319249, -123.063879 49.319315, -123.064006 49.319313, -123.064003 49.319247))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.065097 49.318424, -123.065098 49.318351, -123.064976 49.31835, -123.064974 49.318423, -123.065097 49.318424))","City of North Vancouver, British Columbia, Canada"
retail,,1100,East 11th Street,,"POLYGON ((-123.072188 49.317978, -123.072133 49.317978, -123.07164 49.317973, -123.071636 49.318143, -123.071666 49.318143, -123.071665 49.318188, -123.071701 49.318189, -123.071698 49.318304, -123.072156 49.318307, -123.072157 49.31826, -123.072181 49.31826, -123.072188 49.317978))","City of North Vancouver, British Columbia, Canada"
detached,,160,East 8th Street,,"POLYGON ((-123.070027 49.317174, -123.070027 49.317016, -123.069856 49.317016, -123.069855 49.317174, -123.070027 49.317174))","City of North Vancouver, British Columbia, Canada"
apartments,,140,East 8th Street,,"POLYGON ((-123.071621 49.316884, -123.071347 49.316772, -123.071171 49.316954, -123.071445 49.317067, -123.071621 49.316884))","City of North Vancouver, British Columbia, Canada"
yes,,160,East 11th Street,,"POLYGON ((-123.069918 49.31822, -123.069919 49.318002, -123.069484 49.318002, -123.069484 49.31822, -123.069918 49.31822))","City of North Vancouver, British Columbia, Canada"
yes,,145,East 12th Street,,"POLYGON ((-123.070627 49.318556, -123.070626 49.318454, -123.070245 49.318456, -123.070243 49.318549, -123.070288 49.318552, -123.07028 49.318634, -123.070235 49.318629, -123.070233 49.318727, -123.070619 49.318732, -123.070618 49.318631, -123.070587 49.318627, -123.070589 49.318561, -123.070627 49.318556))","City of North Vancouver, British Columbia, Canada"
yes,,127,East 12th Street,,"POLYGON ((-123.070972 49.31851, -123.07097 49.318725, -123.071187 49.318726, -123.07119 49.318512, -123.070972 49.31851))","City of North Vancouver, British Columbia, Canada"
apartments,,110,East 8th Street,,"POLYGON ((-123.072683 49.317349, -123.072259 49.317166, -123.072069 49.317349, -123.072514 49.317543, -123.072559 49.317494, -123.072546 49.317486, -123.072683 49.317349))","City of North Vancouver, British Columbia, Canada"
yes,,166,East 8th Street,,"POLYGON ((-123.069644 49.317163, -123.069641 49.316992, -123.069523 49.316993, -123.069526 49.317164, -123.069644 49.317163))","City of North Vancouver, British Columbia, Canada"
yes,,1033,Saint Georges Avenue,,"POLYGON ((-123.070041 49.317255, -123.069706 49.317251, -123.069694 49.31771, -123.070029 49.317714, -123.070041 49.317255))","City of North Vancouver, British Columbia, Canada"
yes,,257,East 12th Street,,"POLYGON ((-123.067073 49.318698, -123.06708 49.318475, -123.067037 49.318473, -123.067043 49.318431, -123.066418 49.31843, -123.066416 49.318468, -123.066375 49.318468, -123.06638 49.31869, -123.066463 49.318688, -123.066471 49.318676, -123.06652 49.31868, -123.066517 49.318653, -123.066568 49.318653, -123.066565 49.318641, -123.066608 49.318643, -123.066608 49.318632, -123.066848 49.318636, -123.066849 49.318643, -123.066892 49.318643, -123.066906 49.318662, -123.066942 49.318662, -123.066945 49.318685, -123.066984 49.318682, -123.066995 49.318692, -123.067073 49.318698))","City of North Vancouver, British Columbia, Canada"
yes,,205,East 10th Street,,"POLYGON ((-123.069264 49.316638, -123.069263 49.316526, -123.069171 49.316526, -123.06917 49.316486, -123.068921 49.316488, -123.068923 49.316639, -123.069264 49.316638))","City of North Vancouver, British Columbia, Canada"
apartments,,150,East 11th Street,,"POLYGON ((-123.071565 49.317522, -123.070894 49.317234, -123.070861 49.317263, -123.071018 49.317337, -123.070982 49.317375, -123.071374 49.317547, -123.071364 49.317559, -123.071482 49.317608, -123.071565 49.317522))","City of North Vancouver, British Columbia, Canada"
yes,,127,East 12th Street,,"POLYGON ((-123.070711 49.318502, -123.070708 49.318733, -123.07092 49.318734, -123.070923 49.318503, -123.070711 49.318502))","City of North Vancouver, British Columbia, Canada"
apartments,,120,East 8th Street,,"POLYGON ((-123.072174 49.317118, -123.071977 49.317312, -123.071731 49.317202, -123.071924 49.31701, -123.072174 49.317118))","City of North Vancouver, British Columbia, Canada"
yes,,215,East 12th Street,,"POLYGON ((-123.068321 49.318526, -123.068323 49.318429, -123.06861 49.318432, -123.068603 49.318706, -123.06841 49.318704, -123.068414 49.318527, -123.068321 49.318526))","City of North Vancouver, British Columbia, Canada"
detached,,164,East 8th Street,,"POLYGON ((-123.069813 49.317095, -123.069811 49.316982, -123.069695 49.316983, -123.069697 49.317096, -123.069813 49.317095))","City of North Vancouver, British Columbia, Canada"
public,North Vancouver RCMP,147,East 14th Street,,"POLYGON ((-123.070235 49.320524, -123.069659 49.320516, -123.069659 49.320494, -123.069397 49.320488, -123.069389 49.320695, -123.069443 49.320698, -123.069435 49.32074, -123.069396 49.32074, -123.069392 49.320884, -123.069416 49.320901, -123.069704 49.320908, -123.069726 49.320894, -123.070124 49.320894, -123.070164 49.320884, -123.070189 49.320866, -123.070201 49.32084, -123.0702 49.320762, -123.070201 49.320749, -123.070174 49.320746, -123.070171 49.320707, -123.070197 49.320705, -123.070216 49.320698, -123.070226 49.320682, -123.070235 49.320524))","City of North Vancouver, British Columbia, Canada"
yes,,121,East 12th Street,,"POLYGON ((-123.071446 49.318744, -123.071448 49.318441, -123.071368 49.318441, -123.071368 49.318425, -123.07123 49.318424, -123.071229 49.31855, -123.071285 49.31855, -123.071284 49.318616, -123.071263 49.318616, -123.071262 49.318642, -123.071227 49.318642, -123.071226 49.31873, -123.071257 49.318731, -123.071257 49.31876, -123.07136 49.31876, -123.07136 49.318744, -123.071446 49.318744))","City of North Vancouver, British Columbia, Canada"
apartments,,150,East 8th Street,,"POLYGON ((-123.071029 49.316672, -123.070858 49.316844, -123.070656 49.316759, -123.070827 49.316587, -123.071029 49.316672))","City of North Vancouver, British Columbia, Canada"
yes,,1144,Saint Georges Avenue,,"POLYGON ((-123.068665 49.31843, -123.068665 49.31847, -123.068688 49.318468, -123.068681 49.318678, -123.068657 49.31868, -123.068663 49.318722, -123.068716 49.31872, -123.068716 49.318706, -123.068785 49.318711, -123.068817 49.318723, -123.068871 49.318723, -123.068907 49.318711, -123.068951 49.318709, -123.068964 49.318725, -123.069014 49.318723, -123.069014 49.318676, -123.068984 49.318676, -123.068989 49.318632, -123.068963 49.318611, -123.068961 49.318596, -123.068986 49.31859, -123.068984 49.318533, -123.06901 49.318534, -123.069009 49.318477, -123.069038 49.318477, -123.069033 49.318437, -123.068665 49.31843))","City of North Vancouver, British Columbia, Canada"
apartments,,175,East 8th Street,,"POLYGON ((-123.070557 49.316486, -123.070021 49.316248, -123.069771 49.316487, -123.070307 49.316725, -123.070557 49.316486))","City of North Vancouver, British Columbia, Canada"
fire_station,City of North Vancouver - Fire Station 1,165,East 13th Street,,"POLYGON ((-123.070111 49.319791, -123.070112 49.319558, -123.069861 49.319557, -123.069862 49.31952, -123.069724 49.31952, -123.069722 49.31979, -123.070111 49.319791))","City of North Vancouver, British Columbia, Canada"
yes,,217,East 10th Street,,"POLYGON ((-123.068845 49.316379, -123.068838 49.316639, -123.068739 49.316638, -123.06874 49.316623, -123.068636 49.316622, -123.068635 49.316644, -123.068512 49.316643, -123.06852 49.316375, -123.068845 49.316379))","City of North Vancouver, British Columbia, Canada"
apartments,,170,East Keith Road,,"POLYGON ((-123.070884 49.315994, -123.070854 49.316024, -123.070882 49.316036, -123.07079 49.316128, -123.070773 49.31612, -123.070742 49.316151, -123.07066 49.316116, -123.070675 49.316101, -123.07059 49.316064, -123.070577 49.316077, -123.070513 49.316049, -123.070538 49.316024, -123.070511 49.316013, -123.070608 49.315916, -123.070631 49.315926, -123.07066 49.315897, -123.070724 49.315924, -123.070737 49.315911, -123.070864 49.315965, -123.070849 49.315979, -123.070884 49.315994))","City of North Vancouver, British Columbia, Canada"
yes,,1215,Saint Georges Avenue,,"POLYGON ((-123.069827 49.319337, -123.069821 49.319237, -123.069789 49.319241, -123.0698 49.319043, -123.069491 49.319043, -123.069486 49.319126, -123.069516 49.319124, -123.069501 49.319239, -123.069475 49.319244, -123.069488 49.319337, -123.069827 49.319337))","City of North Vancouver, British Columbia, Canada"
yes,,130,East 11th Street,,"POLYGON ((-123.071393 49.318005, -123.071383 49.318306, -123.070582 49.318294, -123.070592 49.317997, -123.070866 49.318001, -123.070862 49.318117, -123.071112 49.318121, -123.071116 49.318, -123.071393 49.318005))","City of North Vancouver, British Columbia, Canada"
yes,,225,East 12th Street,,"POLYGON ((-123.06829 49.318526, -123.068292 49.318423, -123.068003 49.318421, -123.068 49.318695, -123.06818 49.318696, -123.068182 49.318526, -123.06829 49.318526))","City of North Vancouver, British Columbia, Canada"
yes,,237,East 12th Street,,"POLYGON ((-123.06792 49.318702, -123.06792 49.318479, -123.067882 49.318479, -123.067882 49.31844, -123.067249 49.318424, -123.067248 49.318468, -123.067209 49.318468, -123.067209 49.318697, -123.067298 49.318697, -123.067295 49.318685, -123.067347 49.318683, -123.067348 49.318657, -123.067389 49.318657, -123.067389 49.318641, -123.067729 49.318646, -123.067732 49.318662, -123.067778 49.31866, -123.067778 49.318685, -123.067828 49.318685, -123.067834 49.318702, -123.06792 49.318702))","City of North Vancouver, British Columbia, Canada"
yes,,146,East 12th Street,,"POLYGON ((-123.070452 49.319279, -123.070454 49.319073, -123.070352 49.319073, -123.070352 49.319056, -123.07024 49.319052, -123.070245 49.319071, -123.07014 49.319071, -123.070143 49.319281, -123.070452 49.319279))","City of North Vancouver, British Columbia, Canada"
yes,,155,East 12th Street,,"POLYGON ((-123.070127 49.318732, -123.070122 49.318545, -123.069489 49.318547, -123.069488 49.318732, -123.070127 49.318732))","City of North Vancouver, British Columbia, Canada"
yes,,150,East 11th Street,,"POLYGON ((-123.069959 49.318202, -123.070501 49.318205, -123.070503 49.318015, -123.069961 49.318012, -123.069959 49.318202))","City of North Vancouver, British Columbia, Canada"
